title|description|participants|submissions|year|phases|reward|reward_USD|duration_day|challenge|website|papers|winner's code|dataset|field of application|ML domain|real task|ML task|dataset size|dataset details|score|metrics|multi-score|multi-task|results submission|code submission|remark|utility
NTIRE 2022 Super-Resolution and Quality Enhancement of Compressed Video - Track 2 Enhancement (x2SR)|Our objectives are to gauge the s-o-t-a in enhancement of compressed videos, to promote research on this topic and to introduce a novel benchmark.|215|570.0|2022|2.0|None|None|67.0|https://codalab.lisn.upsaclay.fr/competitions/1496|||||multimedia|computer vision|Super-Resolution and Quality Enhancement of Compressed Video|video transformation|||PSNR|PSNR, SSIM|True|False|True|False||[1.0313064179725826]
NTIRE 2022 Super-Resolution and Quality Enhancement of Compressed Video - Track 1 Enhancement|Our objectives are to gauge the s-o-t-a in enhancement of compressed videos, to promote research on this topic and to introduce a novel benchmark.|236|568.0|2022|2.0|None|None|67.0|https://codalab.lisn.upsaclay.fr/competitions/1495|||||multimedia|computer vision|x2 Super-Resolution and Enhancement |video transformation|||PSNR|PSNR, SSIM|True|False|True|False||[1.02910011623511]
NTIRE 2022 Super-Resolution and Quality Enhancement of Compressed Video - Track 3 Enhancement (x4SR)|Our objectives are to gauge the s-o-t-a in enhancement of compressed videos, to promote research on this topic and to introduce a novel benchmark.|195|909.0|2022|2.0|None|None|67.0|https://codalab.lisn.upsaclay.fr/competitions/1497|||||multimedia|computer vision|x4 Super-Resolution and Enhancement |video transformation|||PSNR|PSNR, SSIM|True|False|True|False||[1.034511680068917]
Western Power Distribution Data Challenge (Part 3)|Can you estimate Missing Data in a Distribution Network Hierarchy?|30|156.0|2022|2.0|500|600|42.0|https://codalab.lisn.upsaclay.fr/competitions/2625|||||electricity|NLP|estimate Missing Data in a Distribution Network Hierarchy|regression|||skill |RMSE|False|False|True|False||[0.0]
DeepFake Game Competition (DFGC) @ IJCB 2022 - Creation Track|A competition to evaluate the status of the adversarial game between Deepfake creation and detection.This is the second edition of DFGC.|50|47.0|2022|3.0|8000|8000|41.0|https://codalab.lisn.upsaclay.fr/competitions/2149|||||multimedia|computer vision|Deepfake creation and detection|deepfake|||Prediction score|prediction score, duration|True|True|True|False||[nan]
The 3rd International Competition on Human Identificaiton at a Distance 2022 (HID2022)|The goal of the competition is to provide an evaluation for state-of-the-arts on human identification at a distance. The features used can be gait, body shape and any other cues on human body.|162|1712.0|2022|2.0|None|None|51.0|https://codalab.lisn.upsaclay.fr/competitions/2542|||||multimedia|computer vision|human identification at a distance|human identification|||correct|accuracy|False|False|True|False||[1.1245878366001099]
ICPR VideoPipe Challenge - Track on Video Defect Classification|The challenge requires to predict the categories of pipe defects in a short QV video. The challenge will be carried out on the QV-Pipe dataset. More information on the dataset and downloads can be found at https://videopipe.github.io/qvpipe.|57|265.0|2022|1.0|None|None|61.0|https://codalab.lisn.upsaclay.fr/competitions/2232|||||multimedia|computer vision|Video Defect Classification|image recognition, multi-class classification|||Avg.mAP (%)|AP|False|False|True|False||[1.5508683974932858]
ICPR VideoPipe Challenge - Track on Temporal Defect Localization|The challenge requires to find the temporal locations of pipe detects and recognize their corresponding categories in a long CCTV video. The challenge will be carried out on the CCTV-Pipe dataset. More information on the dataset and downloads can be found at https://videopipe.github.io/qvpipe.|41|75.0|2022|1.0|None|None|61.0|https://codalab.lisn.upsaclay.fr/competitions/2284|||||multimedia|computer vision|find the temporal locations of pipe detects and recognize their corresponding categories in a long CCTV video|image recognition, multi-class classification, regression|||Avg.mAP (%)|AP|False|False|True|False||[1.8696213981134515]
Paraphrase Identification in Mexican Spanish Competition|Given pairs of sentences, the aim is to indicate whether each pair captures a paraphrase relationship.|15|258.0|2022|2.0|None|None|66.0|https://codalab.lisn.upsaclay.fr/competitions/2345|||||linguistics|NLP|Given pairs of sentences, the aim is to indicate whether each pair captures a paraphrase relationship|binary classification|||F1|F1|False|False|True|False||[1.0583497777991688]
CLEF2022 CheckThat! Lab - Task 1|Identifying Relevant Claims in Tweets (Arabic, Bulgarian, Dutch, English, Spanish, and Turkish). More information:https://sites.google.com/view/clef2022-checkthat|36|281.0|2022|21.0|None|None|14.0|https://codalab.lisn.upsaclay.fr/competitions/4230|||||linguistics, tweets|NLP|Subtask 1A: Check-worthiness of tweets: Given a tweet, predict whether it is worth fact-checking|binary classification||||F1, accuracy|True|False|True|False||[0.0]
CLEF2022 CheckThat! Lab - Task 2|Given a check-worthy claim, and a set of previously fact-checked claims, determine whether the claim has been previously fact-checked|17|41.0|2022|3.0|None|None|14.0|https://codalab.lisn.upsaclay.fr/competitions/4260|||||linguistics|NLP|determine whether the claim has been previously fact-checked|binary classification||||F1, accuracy|True|False|True|False||[0.0]
CLEF2022 CheckThat! Lab - Task 3|Fake News Detection|44|165.0|2022|2.0|None|None|18.0|https://codalab.lisn.upsaclay.fr/competitions/4633|||||linguistics, fake news|NLP|Subtask 1C: Harmful tweet detection : Given a tweet, predict whether it is harmful to the society and why.|binary classification, multi-class classification|||Subtask A F1 Macro average|F1, accuracy|True|False|True|False||[0.0]
SatVideoDT 2022 Challenge on Moving Object Detection and Tracking in Satellite Videos Track 2.||89|849.0|2022|2.0|None|None|57.0|https://codalab.lisn.upsaclay.fr/competitions/3079|||||multimedia, aerial|computer vision|Single object tracking in satellite videos|object detection|||Score |DPR and OSR|True|False|True|True||[1.4830807669328119]
SatVideoDT 2022 Challenge on Moving Object Detection and Tracking in Satellite Videos Track 1.||126|790.0|2022|2.0|None|None|57.0|https://codalab.lisn.upsaclay.fr/competitions/2802|||||multimedia, aerial|computer vision|moving objects detection and tracking in satellite videos|object detection|||bbox_mAP_50|mAP|False|False|True|True||[2.6262899025942716]
SatVideoDT 2022 Challenge on Moving Object Detection and Tracking in Satellite Videos Track 3.||73|730.0|2022|2.0|None|None|57.0|https://codalab.lisn.upsaclay.fr/competitions/3081|||||multimedia, aerial|computer vision|Multi-object tracking in satellite videos|object detection|||MOTA |MOTA|False|False|True|True||[1.887232480659552]
HinglishEval-INLG-2022|Quality Evaluation of the Low-Resource Synthetically Generated Code-Mixed Hinglish Text|49|139.0|2022|2.0|None|None|101.0|https://codalab.lisn.upsaclay.fr/competitions/1688|||||linguistics|NLP|quality rating prediction and annotators’ disagreement prediction of the synthetic Hinglish dataset|ordinal regression, binary classification|||F1 Score|F1, Kappa, MSE|True|True|True|False||[0.0]
LeQua2022 - Official|LeQua2022 is the 1st edition of the CLEF “Learning to Quantify” lab. The aim of this challenge is to allow the comparative evaluation of methods for “learning to quantify”, i.e., methods for training predictors of the relative frequencies of the classes of interest in sets of unlabelled documents. For further details, please visit the official LeQua2022's site.|25|62.0|2022|4.0|None|None|24.0|https://codalab.lisn.upsaclay.fr/competitions/4134|||||linguistics|NLP|Task T1A: This task is concerned with evaluating binary quantifiers, i.e., quantifiers that must only predict the relative frequencies of a class and its complement. Task T1B: This task is concerned with evaluating single-label multi-class quantifiers, i.e., quantifiers that operate on documents that each belong to exactly one among a set of n>2 classes|regression|||Relative Absolute Error|RAE (relative absolute error), AE (absolute error)|True|False|True|False||[0.0]
ICPR2022 Extracting subtitles with both visual and audio annotations|In this subtask, for the training set, we present 50 hours of video content with both the visual and audio supervisions and 200-hour video content with no annotation.   Another about 20 and 5 h of videos will be provided to serve as validation and testing sets, respectively.   For the visual annotation, we will provide characters of all text in key frames, we will present speech transcripts of segment or the audio modal. With these data, participants will be required to produce each VAD subtitle for each video in our testing set, and the submitted results will be ranked with the CER metric.|102|163.0|2022|3.0|5300|5300|66.0|https://codalab.lisn.upsaclay.fr/competitions/2418|||||multimedia|computer vision, NLP|produce each VAD subtitle for each video in our testing set, and the submitted results will be ranked with the CER metric|text generation|||Difference |CER|False|False|True|True||[0.0]
ICPR2022MSR: Extracting subtitles in visual modality with audio annotations|In this subtask, we will present 75h of video content, divided into set of 50, 5, 20 as training, validation, and testing sets, respectively. For the training set, only audio annotations will be provided. The participants are required to design subtitles OCR system with these annotations. To pretrain an OCR system, participants can also use a limited number of open datasets, and fine-tune their model with audio supervision.Under these conditions, will be asked to produce subtitle text for each video in our testing set, and the submitted results will be ranked using the CER metric.|161|543.0|2022|3.0|5300|5300|66.0|https://codalab.lisn.upsaclay.fr/competitions/2415|||||multimedia|computer vision, NLP|design subtitles OCR system|text generation|||Difference |CER|False|False|True|True||[0.0]
ICPR2022MSR: Extracting subtitles in audio modal with visual annotations|In this subtask, the participants will be required to use only visual annotations to build an ASR system for the corresponding videos. To improve the robustness, some public ASR data in the following tables may be used as well. We will also provide a baseline model. The submitted results will be ranked with the CER metric on our testing set.|114|226.0|2022|3.0|5300|5300|66.0|https://codalab.lisn.upsaclay.fr/competitions/2417|||||multimedia|computer vision, NLP, speech|use of visual annotations in videos, especially automatic annotations to assist in building an ASR system|text generation|||Difference |CER|False|False|True|True||[0.0]
DeepFake Game Competition (DFGC) @ IJCB 2022 - Detection Track (NEW)|A competition to evaluate the status of the adversarial game between Deepfake creation and detection.This is the second edition of DFGC.|57|467.0|2022|4.0|8000|8000|61.0|https://codalab.lisn.upsaclay.fr/competitions/3523|||||multimedia|computer vision|Deepfake detection|deepfake|||AUC score|AUC|False|False|True|False||[1.215296913499249]
DeepFake Game Competition (DFGC) @ IJCB 2022 - Detection Track (Migrated)|A competition to evaluate the status of the adversarial game between Deepfake creation and detection.This is the second edition of DFGC.|61|82.0|2022|2.0|8000|8000|61.0|https://codalab.lisn.upsaclay.fr/competitions/2692|||||multimedia|computer vision|Deepfake creation|deepfake|||AUC score||False|False|True|False||[1.0]
ICPR2022-ODOR|The ODeuropa Competition on Olfactory Object Recognition to detect olfactory objects in the visual arts|38|48.0|2022|3.0|None|None|74.0|https://codalab.lisn.upsaclay.fr/competitions/1939|https://odor-challenge.github.io/2022/||||multimedia|computer vision|detect a diverse range of smell-related objects in historical artworks|object recognition|||Prediction score|mAP, IoU|True|False|True|False||[nan]
SHARP 2022 - Challenge 1 / Track 1 @ CVPR 2022|SHARP 2022 - Challenge 1 / Track 1 - In conjunction with CVPR 2022Recovering textured human body scans from partial acquisitions.|23|19.0|2022|1.0|2000|2000|125.0|https://codalab.lisn.upsaclay.fr/competitions/1777|||||multimedia|computer vision|recover a complete 3D scan from its partial acquisition|image transformation|||final score (%)|shape score, area score, colour score|True|False|True|False||[1.1728279226871832]
1st ACRE Online Competition|Multi-class segmentation of RGB images to distinguish crop, weeds, and the background.|22|50.0|2022|3.0|None|None|87.0|https://codalab.lisn.upsaclay.fr/competitions/2197|||||agriculture|computer vision|segment RGB images to distinguish between crop, weeds, and background|multi-class classification|||Global IoU|IoU|False|False|True|False||[1.25]
SHARP 2022 - Challenge 2 / Track 2 @ CVPR 2022 - Evaluation Phase|Evaluation Phase of SHARP 2022 - Challenge 2 / Track 2 - In conjunction with CVPR 2022Recovery of Parametric Sharp Edges in 3D Object Scans.|8|14.0|2022|1.0|2000|2000|22.0|https://codalab.lisn.upsaclay.fr/competitions/4609|||||multimedia|computer vision|recover fine details from raw scans. Given a 3D object scan with smooth edges, the goal of this challenge is to reconstruct the corresponding CAD model as a triangular mesh with sharp edges approximating the ground-truth sharp edges.|image transformation|||final score (%)|area score,  shape score, length score, edge score |True|False|True|False||[1.1806901899961226]
SHARP 2022 - Challenge 1 / Track 2 @ CVPR 2022 - Evaluation Phase|Evaluation Phase of SHARP 2022 - Challenge 1 / Track 2 - In conjunction with CVPR 2022Recovering textured object scans from partial acquisitions.|13|121.0|2022|1.0|2000|2000|22.0|https://codalab.lisn.upsaclay.fr/competitions/4603|||||multimedia|computer vision|recover a complete 3D scan from its partial acquisition. This track (Challenge 1 - Track 2) focuses on recovering textured object scans from partial acquisitions|image transformation|||final score (%)|area score,  shape score, length score, edge score |True|False|True|False||[1.0513905683192262]
SHARP 2022 - Challenge 1 / Track 1 @ CVPR 2022 - Evaluation Phase|Evaluation Phase of SHARP 2022 - Challenge 1 / Track 1 - In conjunction with CVPR 2022Recovering textured human body scans from partial acquisitions. Evaluation Phase.|17|110.0|2022|1.0|2000|2000|22.0|https://codalab.lisn.upsaclay.fr/competitions/4604|||||multimedia|computer vision|recover a complete 3D scan from its partial acquisition. This track (Challenge 1 - Track 1) focuses on recovering textured human body scans from partial acquisitions|image transformation|||final score (%)|shape score, area score, colour score|True|False|True|False||[1.2902886714643809]
The 4th Large-scale Video Object Segmentation - Track 3: Referring Video Object Segmentation|YouTube-VOS is the first large-scale dataset for video object segmentation. Our dataset contains 3900+ YouTube videos, densely-sampled high-quality pixel-level annotations, and 15k language expressions.|64|1340.0|2022|2.0|None|None|66.0|https://codalab.lisn.upsaclay.fr/competitions/3282|||||multimedia|computer vision||object segmentation|||Overall |Region Jaccard (J), Boundary F measure (F)|True|False|True|False||[0.0]
The 4th Large-scale Video Object Segmentation Challenge - Track 2: Video Instance Segmentation|YouTube-VOS is the first large-scale dataset for video object segmentation. Our dataset contains 4000+ YouTube videos, 70+ common objects and densely-sampled high-quality pixel-level annotations.|185|2154.0|2022|2.0|None|None|85.0|https://codalab.lisn.upsaclay.fr/competitions/3410|||||multimedia|computer vision||instance segmentation|||mAP|AP, AR|True|False|True|False||[1.2682077264091196]
The 4th Large-scale Video Object Segmentation Challenge - Track 1: Video Object Segmentation|YouTube-VOS is the first large-scale dataset for video object segmentation. Our dataset contains 4000+ YouTube videos, 70+ common objects and densely-sampled high-quality pixel-level annotations.|140|509.0|2022|2.0|None|None|86.0|https://codalab.lisn.upsaclay.fr/competitions/3295|||||multimedia|computer vision||object segmentation|||Overall |Region Jaccard (J), Boundary F measure (F)|True|False|True|False||[1.05201072386059]
TinyAction Challenge [CVPR 2022] [Recognition task]|A challenge focusing on recognizing tiny activities in low-resolution videos.|76|9862.0|2022|1.0|None|None|118.0|https://codalab.lisn.upsaclay.fr/competitions/1832|||||multimedia|computer vision||action recognition|||F1|F1, precision, recall|True|False|True|False||[2.20018113625233]
ROSE Challenge [CVPR 2022]|This challenge will focus on developing robust action recognition models.|42|481.0|2022|6.0|None|None|119.0|https://codalab.lisn.upsaclay.fr/competitions/2618|||||multimedia        |computer vision|develop robust activity recognition models which will be tested for robustness against various perturbations. The robustness will be evaluated based on the model's performance on the test set with natural corruptions and perturbations.|action recognition|||Accuracy |accuracy|False|False|True|False||[1.6119129718348542]
EPIC-KITCHENS-100 Action Recognition|Classify trimmed action segments from the EPIC-KITCHENS-100 dataset.|38|69.0|2022|1.0|None|None|137.0|https://codalab.lisn.upsaclay.fr/competitions/776|||||multimedia|computer vision|unscripted egocentric action dataset collected from 45 kitchens from 4 cities across the world|action recognition|||Top-1 Accuracy (%)|SLS, accuracy|True|False|True|False||[0.0]
EPIC-KITCHENS-100 Multi-Instance Retrieval Challenge|Perform video-to-text and text-to-video retrieval on the EPIC-KITCHENS-100 dataset.|16|32.0|2022|1.0|None|None|137.0|https://codalab.lisn.upsaclay.fr/competitions/617|||||multimedia|computer vision, NLP|Perform cross-modal retrieval by searching between vision and text modalities||||Mean Average Precision (%)|SLS, mAP|True|False|True|False||[0.0]
EPIC-KITCHENS-100 Action Anticipation|Anticipate future actions from video observations of the EPIC-KITCHENS-100 dataset.|25|126.0|2021|1.0|None|None|321.0|https://codalab.lisn.upsaclay.fr/competitions/702|||||multimedia|computer vision|anticipation of a future action from the observation of a preceding video segment|multi-class classification, action recognition|||Overall (%)|SLS, recall|True|False|True|False||[0.0]
EPIC-KITCHENS-100 Unsupervised Domain Adaptation Challenge for Action Recognition|Classify trimmed action segments from the EPIC-KITCHENS-100 UDA target set.|21|100.0|2022|1.0|None|None|137.0|https://codalab.lisn.upsaclay.fr/competitions/1241|||||multimedia|computer vision|Given labelled videos from the source domain and unlabelled videos from the target domain, the goal classify actions in the target domain. An action is defined as a verb and noun depicted in a trimmed video clip.|multi-class classification, action recognition|||Target Top-1 Accuracy (%)|SLS, accuracy|True|False|True|False||[0.0]
EPIC-KITCHENS-100 Action Detection|Detect all actions in the egocentric videos of EPIC-KITCHENS-100 dataset.|27|79.0|2022|1.0|None|None|137.0|https://codalab.lisn.upsaclay.fr/competitions/707|||||multimedia|computer vision|Given a video, we aim to predict the set of all actions instances |multi-class classification, action recognition|||Avg. mAP (%)|SLS, mAP|True|False|True|False||[0.0]
IJCB 2022 Mobile Behavioral Biometrics Competition|Organized by Biometrics and Data Pattern Analytics - BiDA Lab (UAM)|24|178.0|2022|2.0|None|None|65.0|https://codalab.lisn.upsaclay.fr/competitions/3564|||||biometrics|computer vision, NLP|benchmarking mobile authentication systems based on behavioral biometric traits transparently acquired by mobile devices during ordinary Human-Computer Interaction (HCI), using a novel public database and a standard experimental protocol|touch gestures||||AUC|False|True|True|False||[0.0]
Woodscape Fisheye Object Detection Challenge for Autonomous Driving - CVPR 2022 OmniCV Workshop|Woodscape is a multi-task, multi-camera fisheye dataset for autonomous driving. The objective of this challenge is to generate 2D bounding boxes for fisheye images, and in particular to advance the state of the art and to benchmark techniques for Object Detection on fisheye images.|93|1199.0|2022|2.0|1000|1000|51.0|https://codalab.lisn.upsaclay.fr/competitions/4074|||||autonomous driving|computer vision|generate 2D bounding boxes for fisheye images, and in particular to advance the state of the art and to benchmark techniques for 2D Object Detection on fisheye images|object recognition|||Score (mAP)|mAP|False|False|True|False||[1.2552415679124889]
PRINCE Out-of-distribution Generalization Challenge @ ECML-PKDD|PRINCE Out-of-distribution Generalization Challenge @ ECML-PKDD|60|887.0|2022|2.0|None|None|63.0|https://codalab.lisn.upsaclay.fr/competitions/3353||||||NLP|learn a mapping from a set of features (X) to a label (y) that generalizes well accross environments that have not been seen in training|binary classification|||NCE (never-seen environment)|Normalized Cross Entropy (NCE)|False|False|True|False||[0.0]
DAVINCIS@IberLEF 2022|Detection of Aggressive and Violent Incidents from Social Media in Spanish|43|189.0|2022|4.0|None|None|87.0|https://codalab.lisn.upsaclay.fr/competitions/2638|||||linguistics, tweets|NLP|detection of violent incidents on Twitter: Subtask 1: Violent event identification. Determine whether a given tweet is associated with a violent incident or not (binary classification). Subtask 2: Violent event category recognition. Recognize the crime category (see above) to which a given tweet belongs (multi-class multi-label classification). The considered categories are: Accident, Homicide, Non-Violent-incident, Robbery, Kidnapping.|binary classification, multi-class classification|||f1|Precision, recall, F1|True|True|True|False||[1.1769202186952599]
DAC4AutoML Competition - DAC4SGD Track|Dynamic Algorithm Configuration for Learning Rate Control in Deep Learning|20|64.0|2022|1.0|None|None|75.0|https://codalab.lisn.upsaclay.fr/competitions/3672||||||AutoML|||||Average Rank||||True|True||[0.0]
Video distortion detection and classification in the context of video surveillance|ICIP2022 Challenge for Video distortion detection and classification in the context of video surveillance|26|131.0|2022|2.0|None|None|97.0|https://codalab.lisn.upsaclay.fr/competitions/3093|||||multimedia, video-surveillance|computer vision|detection and classification of various distortions that are little or not at all studied in the field of image quality assessment in this context. Video distortion detection and classification in the context of video surveillance|object recognition|||F1 (Single Class+Level) |speed, accuracy, F1|True|False|True|False||[1.4869739478957915]
Fincausal 2022|This is a competition for the FinCausal 2022 Shared Task|14|248.0|2022|2.0|None|None|115.0|https://codalab.lisn.upsaclay.fr/competitions/3802|||||finance|NLP|experiment causality detection, and focuses on determining causality associated to an event: evaluate which events or which chain of events can cause a financial object to be modified or an event to occur, regarding a given external context|binary classification, relation extraction|||Exact match|Precision, Recall, F1|True|True|True|False||[1.1049250535331905]
ECCV'22 ChaLearn Seasons in Drift Challenge (track 3: month level)|Detection at month level. Train on a predefined and single month data and evaluate concept drift across time.|13|35.0|2022|2.0|None|None|60.0|https://codalab.lisn.upsaclay.fr/competitions/4276|https://chalearnlap.cvc.uab.cat/challenge/51/description/||||multimedia, video-surveillance|computer vision|thermal object detection: spotlight the problem of concept drift in a surveillance context and highlight the challenges and limitations of existing methods. Each track aims at evaluating how robust a given detection method is to concept drift, by training on limited data from a specific time period (day, week, month in February) and evaluation performance across time, by validating and testing performance on months of unseen data (Jan., May., Apr., May., Jun., Jul., Aug. and Sep.)|object recognition|||mAP weighted|mAP|False|False|True|False||[1.2403975527210438]
ECCV'22 ChaLearn Seasons in Drift Challenge (track 1: day level)|Detection at day level. Train on a predefined and single day data and evaluate concept drift across time.|34|73.0|2022|2.0|None|None|60.0|https://codalab.lisn.upsaclay.fr/competitions/4272|https://chalearnlap.cvc.uab.cat/challenge/51/description/||||multimedia, video-surveillance|computer vision|thermal object detection: spotlight the problem of concept drift in a surveillance context and highlight the challenges and limitations of existing methods. Each track aims at evaluating how robust a given detection method is to concept drift, by training on limited data from a specific time period (day, week, month in February) and evaluation performance across time, by validating and testing performance on months of unseen data (Jan., May., Apr., May., Jun., Jul., Aug. and Sep.)|object recognition|||mAP weighted|mAP|False|False|True|False||[1.679508582993289]
ECCV'22 ChaLearn Seasons in Drift Challenge (track 2: week level)|Detection at week level. Train on a predefined and single week data and evaluate concept drift across time.|13|23.0|2022|2.0|None|None|60.0|https://codalab.lisn.upsaclay.fr/competitions/4273|https://chalearnlap.cvc.uab.cat/challenge/51/description/||||multimedia, video-surveillance|computer vision|thermal object detection: spotlight the problem of concept drift in a surveillance context and highlight the challenges and limitations of existing methods. Each track aims at evaluating how robust a given detection method is to concept drift, by training on limited data from a specific time period (day, week, month in February) and evaluation performance across time, by validating and testing performance on months of unseen data (Jan., May., Apr., May., Jun., Jul., Aug. and Sep.)|object recognition|||mAP weighted|mAP|False|False|True|False||[1.275879709708384]
ECCV'22 ChaLearn Sign Spotting Challenge Challenge (track 2: OSLWL)|OSLWL (one shot learning and weak labels).|16|100.0|2022|2.0|None|None|64.0|https://codalab.lisn.upsaclay.fr/competitions/4199|https://chalearnlap.cvc.uab.cat/challenge/49/description/||||multimedia, health|computer vision|fine-grain sign spotting for continuous SLR|action recognition|||avg F1|F1|False|False|True|False||[2.4023702661912485]
ECCV'22 ChaLearn Sign Spotting Challenge Challenge (track 1: MMSL)|MSSL (multiple shot supervised learning).|26|19.0|2022|2.0|None|None|64.0|https://codalab.lisn.upsaclay.fr/competitions/4198|https://chalearnlap.cvc.uab.cat/challenge/49/description/||||multimedia, health|computer vision|fine-grain sign spotting for continuous SLR|action recognition|||avg F1|F1|False|False|True|False||[1.6709407536883456]
Invoice Analysis and Identification Challenge|Invoice Analysis and Recognition Challenge, which aims to extract predefined content (such as amount, date, invoice code, invoice number, etc.) from scanned tickets. In this challenge, we have released six types of invoices, including Taxi Invoice, Quota Invoice, Toll Invoice, Passenger Invoice, Aircraft Itinerary Invoice, and Train Invoice, for algorithm verification, to promote the implementation of OCR in real production scenarios.|160|531.0|2022|2.0|None|None|69.0|https://codalab.lisn.upsaclay.fr/competitions/3823|https://davar-lab.github.io/competition/CSIG2022-invoice.html||||invoicing, accounting|computer vision, NLP|invoice recognition algorithms|text recognition|||F_score|F1, precision, recall|True|False|True|False||[0.0]
MAFAT Challenge - WiFi Sensing: Non Invasive Human Presence Detection - Track 2|In this challenge, MAFAT’s DDR&D (Directorate of Defense Research & Development) would like to tackle the challenge of inferring room occupancy based on machine learning methods applied to WiFi Received Signal Strength Indicator (RSSI) data|130|262.0|2022|2.0|25000|25000|76.0|https://codalab.lisn.upsaclay.fr/competitions/3798|||||multimedia|computer vision, signal processing|inferring room occupancy based on machine learning methods applied to WiFi Received Signal Strength Indicator (RSSI) data: Track 2—People Counting: Participant’s goal is to estimate how many people are in the room.|regression|||MAE score|ROC AUC|False|False|True|True||[0.0]
MAFAT Challenge - WiFi Sensing: Non Invasive Human Presence Detection - Track 1|In this challenge, MAFAT’s DDR&D (Directorate of Defense Research & Development) would like to tackle the challenge of inferring room occupancy based on machine learning methods applied to WiFi Received Signal Strength Indicator (RSSI) data|448|1068.0|2022|2.0|25000|25000|76.0|https://codalab.lisn.upsaclay.fr/competitions/3498|||||multimedia|computer vision, signal processing|inferring room occupancy based on machine learning methods applied to WiFi Received Signal Strength Indicator (RSSI) data: Track 1—Occupancy Prediction: Participant’s goal is to infer whether a room is empty (0) or occupied (1).|binary classification|||ROC AUC score|ROC AUC|False|False|True|True||[1.1314229598350192]
DAC4AutoML Competition - DAC4RL Track|Dynamic Algorithm Configuration for Reinforcement Learning|12|29.0|2022|2.0|500|500|111.0|https://codalab.lisn.upsaclay.fr/competitions/3727||||||RL|dynamically adapt hyperparameters for Deep Learning (DL) and Reinforcement Learning (RL)|reinforcement learning|||||||True|True||[0.0]
3rd CLVision Challenge - Instance Classification|3rd CLVision Workshop Challenge - Instance Classification Track|63|397.0|2022|2.0|None|None|92.0|https://codalab.lisn.upsaclay.fr/competitions/3568|https://sites.google.com/view/clvision2022/challenge/instance-classification-track-1||||multimedia|computer vision, continual learning|instance classification|instance classification|||AvgAccuracy |accuracy|False|False|True|False||[1.2851419237525807]
3rd CLVision Challenge - Category Detection|3rd CLVision Workshop Challenge - Category Detection Track|47|122.0|2022|2.0|None|None|92.0|https://codalab.lisn.upsaclay.fr/competitions/3569|||||multimedia|computer vision, continual learning||multi-class classification|||AvgAP |AP, AR|True|False|True|False||[0.0]
3rd CLVision Challenge - Instance Detection|3rd CLVision Workshop Challenge - Instance Detection Track|36|62.0|2022|2.0|None|None|92.0|https://codalab.lisn.upsaclay.fr/competitions/3570|||||multimedia|computer vision, continual learning||instance detection|||AvgAP |AP, AR|True|False|True|False||[0.0]
AutoML2022: Multiobjective Hyperparameter Optimization for Transformers|Design hyperparameter optimization methods to discover Transformer models that are both fast and accurate. (AutoML 2022 Conference Competition)|17|40.0|2022|2.0|None|None|91.0|https://codalab.lisn.upsaclay.fr/competitions/3647||||||AutoML|||||Set1 NumPareto (avg)||||True|True||[1.693548387096774]
Zero Cost NAS Competition|Zero Cost NAS Competition @AutoML-Conf-2022|18|25.0|2022|1.0|None|None|80.0|https://codalab.lisn.upsaclay.fr/competitions/3932||||||AutoML|||||Score ||||True|True||[1.1271477663230238]
Image Restoration for Under-display Camera @MIPI-challenge|challenge|119|56.0|2022|2.0|None|None|48.0|https://codalab.lisn.upsaclay.fr/competitions/4874|||||multimedia|computer vision|restore UDC images with complicated degradations|image transformation|||PSNR|PSNR, SSIM, LPIPS|True|False|True|False||[1.3539260655863936]
RGBW Joint Fusion and Denoise @MIPI-challenge|challenge|53|14.0|2022|2.0|None|None|48.0|https://codalab.lisn.upsaclay.fr/competitions/4953|||||multimedia|computer vision|efficient and high-performance fusion algorithm to get bayer from RGBW DbinB and DbinC|image transformation|||not on the lb|PSNR, SSIM, LPIPS, KLD|True|False|True|False||[1.2617143790108498]
Quad Joint Remosaic and Denoise @MIPI-challenge|challenge|62|12.0|2022|2.0|None|None|48.0|https://codalab.lisn.upsaclay.fr/competitions/4955|||||multimedia|computer vision|remosaic and denoise challenge|image transformation|||not on the lb|PSNR, SSIM, LPIPS, KLD|True|False|True|False||[1.1617614577014064]
RGB+TOF Depth Completion @MIPI-challenge|challenge|81|17.0|2022|2.0|None|None|48.0|https://codalab.lisn.upsaclay.fr/competitions/4956|||||multimedia|computer vision|fuse the pre-aligned RGB and sparse ToF depth measurement to obtain a complete depth map|image transformation, regression|||SCORE |RMAE, EWMAE, RDS, RTSD|True|False|True|False||[1.1050594227504245]
2022 NICO Common Context Generalization Challenge (ECCV 2022 Workshop)|NICO Common Context Generalization Challenge|74|712.0|2022|1.0|None|None|87.0|https://codalab.lisn.upsaclay.fr/competitions/4084|||||multimedia|computer vision, NLP|facilitate the OOD generalization in visual recognition through promoting the research on the intrinsic learning mechanisms with native invariance and generalization ability|visual recognition, domain generalisation|||Acc |accuracy|False|False|True|False||[1.3160368963145013]
2022 NICO Hybrid Context Generalization Challenge (ECCV 2022 Workshop)|NICO Hybrid Context Generalization Challenge|47|228.0|2022|1.0|None|None|87.0|https://codalab.lisn.upsaclay.fr/competitions/4083|||||multimedia|computer vision|developing reliable algorithms across different contexts (domains) to improve the generalization ability of models|visual recognition, domain generalisation|||Acc |accuracy|False|False|True|False||[1.3210471747062755]
