submission_pk,User,b'Accuracy',b'Species1 F1 Score',b'Species2 F1 Score',b'Species3 F1 Score',b'Species4 F1 Score',b'Species5 F1 Score',b'Species6 F1 Score',b'Species7 F1 Score',b'Species8 F1 Score'
248731,LorenzoRavasi,0.6519 (286),0.3133 (406),0.6287 (399),0.7796 (361),0.6893 (383),0.7704 (370),0.5828 (392),0.8185 (357),0.5529 (402),
248094,ForaMat,0.6485 (287),0.0900 (414),0.5959 (401),0.7973 (357),0.6685 (388),0.7344 (383),0.6859 (381),0.7982 (359),0.5628 (400),
247581,Gregorio,0.6319 (288),0.0101 (415),0.6782 (396),0.7241 (366),0.6501 (391),0.7324 (384),0.5974 (390),0.8085 (358),0.5436 (403),
248674,mark99,0.6309 (289),0.3444 (403),0.6914 (391),0.7153 (368),0.5391 (399),0.7688 (372),0.5938 (391),0.7977 (360),0.5638 (399),
249094,Travis,0.6268 (290),0.3757 (399),0.5446 (403),0.6500 (376),0.6370 (392),0.7119 (385),0.7276 (377),0.7232 (365),0.5661 (398),
249443,ctrlMarcio,0.6207 (291),0.3746 (400),0.6927 (390),0.6835 (373),0.5583 (397),0.7387 (380),0.5780 (393),0.8216 (356),0.4650 (407),
249454,julia.bujosa,0.5972 (292),0.2812 (408),0.5798 (402),0.7058 (371),0.5636 (396),0.5879 (387),0.6133 (388),0.7721 (362),0.5578 (401),
249492,duna,0.5972 (292),0.2812 (408),0.5798 (402),0.7058 (371),0.5636 (396),0.5879 (387),0.6133 (388),0.7721 (362),0.5578 (401),
249494,jllucky,0.5972 (292),0.2812 (408),0.5798 (402),0.7058 (371),0.5636 (396),0.5879 (387),0.6133 (388),0.7721 (362),0.5578 (401),
249320,Vel,0.5884 (293),0.2343 (410),0.6403 (397),0.5606 (378),0.6024 (394),0.6885 (386),0.5759 (394),0.7838 (361),0.5184 (404),
249512,mponce1202,0.5687 (294),0.4257 (393),0.5156 (405),0.7329 (365),0.5394 (398),0.5868 (388),0.4436 (396),0.6967 (366),0.5156 (405),
249521,juliaandrade01,0.5687 (294),0.4257 (393),0.5156 (405),0.7329 (365),0.5394 (398),0.5868 (388),0.4436 (396),0.6967 (366),0.5156 (405),
248625,Saradisanti,0.5670 (295),0.4111 (395),0.3283 (407),0.6685 (374),0.5781 (395),0.5800 (389),0.7000 (380),0.6594 (368),0.4189 (409),
248106,MigMig,0.5534 (296),0.4512 (390),0.5166 (404),0.7380 (364),0.4506 (401),0.5041 (391),0.5507 (395),0.6879 (367),0.5031 (406),
249186,WouterVersteegh,0.4803 (297),0.2213 (411),0.4467 (406),0.6510 (375),0.4606 (400),0.4613 (392),0.2284 (397),0.6250 (369),0.4637 (408),
247538,pablosorli,0.2910 (298),0.1493 (412),0.1275 (409),0.3517 (379),0.3089 (402),0.5400 (390),0.0701 (399),0.2632 (370),0.2529 (410),
249350,EmanueleCortese,0.1458 (299),0.1138 (413),0.1488 (408),0.1501 (380),0.1885 (403),0.1297 (393),0.1371 (398),0.1308 (371),0.1516 (411),
